[config]
label = 'D0 Inclusive Jet measurement'
short_label = ''
reference = ''
theory_table = fnt2009midp_cv21_I779574.tab

[data_description]
ylow             = bin
yhigh            = bin
ptlow            = bin
pthigh           = bin
xs               = data
stat             = exp_uncert:uncorr
uncor            = exp_uncert:uncorr
npcor            = theo_correction
lumierr          = exp_uncert:corr:m
unf_err          = exp_uncert:corr:m
High_PT_EXTR     = exp_uncert:corr:m
FLAVOUR          = exp_uncert:corr:m
RelativeStatEC2  = exp_uncert:corr:m
RelativeJERCHF   = exp_uncert:corr:m
RelativeJERC2    = exp_uncert:corr:m
PileUpJetRate    = exp_uncert:corr:m
PileUpPt         = exp_uncert:corr:m
SINGLE_PION_0005 = exp_uncert:corr:m
SINGLE_PION_BAR  = exp_uncert:corr:m
SINGLE_PION_END  = exp_uncert:corr:m
SINGLE_PION_0510 = exp_uncert:corr:m
SINGLE_PION_1015 = exp_uncert:corr:m
PileUpDataMC     = exp_uncert:corr:m
PileUpOOT        = exp_uncert:corr:m
TIME             = exp_uncert:corr:m
PileUpBias       = exp_uncert:corr:m
RelativeStatHF   = exp_uncert:corr:m
RelativeJERC1    = exp_uncert:corr:m
RelativeFSR      = exp_uncert:corr:m
# pdf_uncert     = theo_uncert:bintobin

[data]
# y_lo  y_up  pt     pt_low  pt_up  xs        npcorr  stat_up    stat_lo    uc_up     up_lo     EMES_up   EMES_lo   PES_up     PES_lo     HPTE_up   HPTE_lo   ETAC1_up  ETAC2_lo  DETS_up   DETS_lo   lumi_up   lumi_lo   ETAC2_up  ETAC2_lo  ETAC3_up  ETAC3_lo  ETAC4_up  ETAC4_lo  JESRB_up  JESRB_lo  RESM_up    RESM_lo   NGT_up    NGT_lo   ZS_up     ZS_lo     RES_up    RES_lo    ETACF_up  ETACF_lo  JESMPFB1_up  JESMPFB1_lo  JESMPFB2_up  JESMPFB2_lo  RAPUNF_up  RAPUNF_lo  TRIGM_up  TRIGM_lo  DIJETRESF1_up  DIJETRESF1_lo  DIJETRESF2_up  DIJETRESF2_lo  TRIGMATCH_up  TRIGMATCH_lo  CCRESF_up  CCRESF_lo
0.0   0.4   465.2  445.0   490.0  0.003032  2.3     +3.58E-4   -3.58E-4   +4.5E-5   -4.5E-5   +1.76E-4  -1.67E-4  +2.61E-4   -2.46E-4   +1.88E-4  -1.79E-4  +0.0      -0.0      +1.82E-4  -1.76E-4  +1.97E-4  -1.76E-4  +2.4E-5   -2.4E-5   +0.0      -0.0      +0.0      -0.0      +2.4E-5   -2.4E-5   +6.0E-6    -6.0E-6   +3.0E-6   -3.0E-6  +3.6E-5   -3.6E-5   +3.9E-5   -3.9E-5   +0.0      -0.0      +1.06E-4     -1.03E-4     +0.0         -0.0         +0.0       -0.0       +2.7E-5   -2.7E-5   +3.6E-5        -3.6E-5        +3.0E-5        -3.0E-5        +0.0          -0.0          +4.2E-5    -4.2E-5
0.0   0.4   512.1  490.0   540.0  5.925E-4  2.3     +1.529E-4  -1.529E-4  +1.19E-5  -1.24E-5  +3.91E-5  -3.67E-5  +5.93E-5   -5.63E-5   +4.62E-5  -4.33E-5  +0.0      -0.0      +4.03E-5  -3.85E-5  +3.85E-5  -3.44E-5  +7.7E-6   -7.7E-6   +0.0      -0.0      +0.0      -0.0      +5.3E-6   -5.3E-6   +1.2E-6    -1.2E-6   +6.0E-7   -6.0E-7  +7.7E-6   -7.7E-6   +1.01E-5  -1.01E-5  +0.0      -0.0      +2.49E-5     -2.43E-5     +0.0         -0.0         +0.0       -0.0       +5.3E-6   -5.3E-6   +8.3E-6        -8.3E-6        +6.5E-6        -6.5E-6        +0.0          -0.0          +1.24E-5   -1.24E-5
0.0   0.4   584.8  540.0   665.0  8.917E-5  2.3     +3.638E-5  -3.638E-5  +2.68E-6  -2.76E-6  +7.13E-6  -6.6E-6   +1.115E-5  -1.043E-5  +9.45E-6  -8.56E-6  +0.0      -0.0      +7.13E-6  -6.78E-6  +5.8E-6   -5.17E-6  +1.34E-6  -1.34E-6  +0.0      -0.0      +0.0      -0.0      +8.9E-7   -8.9E-7   +1.8E-7    -1.8E-7   +9.0E-8   -9.0E-8  +1.34E-6  -1.25E-6  +2.14E-6  -2.14E-6  +0.0      -0.0      +4.9E-6      -4.82E-6     +0.0         -0.0         +0.0       -0.0       +8.0E-7   -8.0E-7   +1.34E-6       -1.34E-6       +1.07E-6       -1.07E-6       +0.0          -0.0          +2.94E-6   -2.85E-6
0.4   0.8   54.5   50.0    60.0   21566.0   11.9    +172.0     -172.0     +258.0    -258.0    +582.0    -560.0    +409.0     -409.0     +0.0      -0.0      +0.0      -0.0      +668.0    -668.0    +1401.0   -1250.0   +560.0    -539.0    +0.0      -0.0      +0.0      -0.0      +409.0    -409.0    -258.0     +258.0    +107.0    -86.0    +884.0    -862.0    +258.0    -258.0    +107.0    -107.0    +668.0       -625.0       +0.0         -0.0         +0.0       -0.0       +43.0     -43.0     +172.0         -172.0         +1164.0        -1121.0        +452.0        -452.0        -21.0      +21.0
0.4   0.8   64.6   60.0    70.0   8106.0    10.2    +24.0      -24.0      +72.0     -72.0     +218.0    -210.0    +170.0     -170.0     +0.0      -0.0      +0.0      -0.0      +235.0    -226.0    +526.0    -470.0    +210.0    -202.0    +0.0      -0.0      +0.0      -0.0      +129.0    -129.0    -81.0      +81.0     +24.0     -16.0    +308.0    -299.0    +89.0     -89.0     +40.0     -40.0     +218.0       -210.0       +0.0         -0.0         +0.0       -0.0       +16.0     -16.0     -32.0          +32.0          +348.0         -340.0         +113.0        -113.0        -16.0      +16.0
0.4   0.8   74.6   70.0    80.0   3471.0    8.9     +17.0      -17.0      +27.0     -27.0     +93.0     -90.0     +76.0      -76.0      +0.0      -0.0      +0.0      -0.0      +100.0    -97.0     +225.0    -201.0    +90.0     -86.0     +0.0      -0.0      +0.0      -0.0      +48.0     -48.0     -27.0      +27.0     +6.0      -3.0     +121.0    -118.0    +34.0     -34.0     +13.0     -13.0     +83.0        -79.0        +0.0         -0.0         +0.0       -0.0       +6.0      -6.0      -41.0          +41.0          +121.0         -118.0         +48.0         -48.0         -10.0      +10.0
0.4   0.8   84.7   80.0    90.0   1611.0    7.7     +11.0      -11.0      +11.0     -11.0     +43.0     -43.0     +38.0      -37.0      -1.0      +1.0      +0.0      -0.0      +45.0     -45.0     +104.0    -93.0     +41.0     -41.0     +0.0      -0.0      +0.0      -0.0      +20.0     -20.0     +-11.0     -9.0      +3.0      -1.0     +53.0     -51.0     +14.0     -14.0     +6.0      -6.0      +35.0        -33.0        +0.0         -0.0         +0.0       -0.0       +3.0      -3.0      +-25.0         -27.0          +45.0          -45.0          +22.0         -22.0         -4.0       +4.0
0.4   0.8   94.7   90.0    100.0  799.8     6.8     +8.0       -8.0       +5.6      -5.6      +22.4     -21.6     +20.0      -20.0      -0.8      +0.8      +0.0      -0.0      +23.2     -22.4     +52.0     -46.4     +21.6     -20.8     +0.0      -0.0      +0.0      -0.0      +9.6      -9.6      -4.0       +4.0      +1.6      -0.8     +24.8     -24.0     +6.4      -6.4      +3.2      -3.2      +16.0        -16.0        +0.0         -0.0         +0.0       -0.0       +1.6      -1.6      +-15.2         -16.0          +18.4          -18.4          +11.2         -11.2         -3.2       +3.2
0.4   0.8   104.7  100.0   110.0  435.3     6.0     +1.7       -1.7       +2.6      -2.6      +12.2     -11.8     +11.8      -11.3      +0.0      -0.0      +0.0      -0.0      +12.6     -12.6     +28.3     -25.2     +11.8     -11.3     +0.0      -0.0      +0.0      -0.0      +4.8      -4.8      +-2.2      -1.7      +0.9      -0.4     +12.6     -12.2     +3.5      -3.5      +1.7      -1.7      +8.3         -7.8         +0.0         -0.0         +0.0       -0.0       +0.9      -0.9      -9.1           +9.1           +8.3           -8.3           +4.4          -4.4          -1.7       +1.7
0.4   0.8   114.7  110.0   120.0  241.5     5.4     +1.4       -1.4       +1.4      -1.4      +6.8      -6.5      +6.8       -6.5       +0.5      -0.5      +0.0      -0.0      +7.2      -7.0      +15.7     -14.0     +6.8      -6.5      +0.0      -0.0      +0.0      -0.0      +2.7      -2.7      -1.0       +1.0      +0.5      -0.2     +6.5      -6.5      +1.9      -1.9      +1.0      -1.0      +4.3         -4.1         +0.0         -0.0         +0.0       -0.0       +0.5      -0.5      -5.3           +5.3           +3.9           -3.9           +2.4          -2.4          -1.0       +1.0
