y_lo   y_up   pt_lo   pt_up   xs          stat_lo   stat_up   uncor   npcor   npcorerr   lumierr   unf_err_lo   unf_err_up   ABSOLUTE_lo   ABSOLUTE_up   High_PT_EXTR_lo   High_PT_EXTR_up   SINGLE_PION_lo   SINGLE_PION_up   FLAVOUR_lo   FLAVOUR_up   TIME_lo   TIME_up   RelativeJERC1_lo   RelativeJERC1_up   RelativeJERC2_lo   RelativeJERC2_up   RelativeJERCHF_lo   RelativeJERCHF_up   RelativeStatEC2_lo   RelativeStatEC2_up   RelativeStatHF_lo   RelativeStatHF_up   RelativeFSR_lo   RelativeFSR_up   PileUpDataMC_lo   PileUpDataMC_up   PileUpOOT_lo   PileUpOOT_up   PileUpPt_lo   PileUpPt_up   PileUpBias_lo   PileUpBias_up   PileUpJetRate_lo   PileUpJetRate_up
1.5    2.0    905     967     7.258e-05   0.233     0.233     0.010   1.008   0.001      0.022     0.044        0.044        0.083         0.091         0.066             0.071             0.082            0.081            0.023        0.019        0.113     0.122     0.031              0.030              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.012            0.011            0.002             0.002             0.003          0.003          0.009         0.008         -0.006          -0.006          0.011              0.011
1.5    2.0    967     1248    1.045e-05   0.299     0.299     0.010   1.007   0.001      0.022     0.061        0.059        0.100         0.113         0.075             0.082             0.104            0.103            0.026        0.021        0.126     0.137     0.035              0.033              0.000              0.000              -0.000              0.000               0.000                0.000                -0.000              0.000               0.013            0.012            0.002             0.002             0.003          0.003          0.008         0.008         -0.005          -0.005          0.011              0.011
2.0    2.5    114     133     1.221e+03   0.020     0.020     0.010   1.093   0.018      0.022     0.035        0.035        0.030         0.029         0.014             0.011             -0.001           -0.001           0.031        0.029        0.099     0.110     0.014              0.013              0.007              0.006              0.000               -0.000              0.007                0.006                0.000               -0.000              0.009            0.008            0.002             0.000             0.022          0.020          0.042         0.040         0.039           0.037           0.026              0.026
2.0    2.5    133     153     5.078e+02   0.025     0.025     0.010   1.077   0.014      0.022     0.031        0.030        0.031         0.030         0.016             0.014             0.000            0.000            0.029        0.028        0.102     0.115     0.016              0.015              0.006              0.006              0.000               -0.000              0.006                0.006                0.000               -0.000              0.010            0.009            0.002             0.000             0.020          0.018          0.039         0.037         0.033           0.032           0.025              0.025
2.0    2.5    153     174     2.236e+02   0.030     0.030     0.010   1.065   0.012      0.022     0.027        0.027        0.033         0.032         0.019             0.016             0.002            0.002            0.028        0.028        0.106     0.120     0.018              0.017              0.006              0.006              0.000               -0.000              0.006                0.006                0.000               -0.000              0.011            0.010            0.001             0.000             0.018          0.017          0.036         0.035         0.028           0.028           0.025              0.024
2.0    2.5    174     196     1.007e+02   0.018     0.018     0.010   1.055   0.010      0.022     0.026        0.025        0.035         0.034         0.021             0.019             0.004            0.004            0.027        0.027        0.111     0.125     0.019              0.018              0.006              0.005              0.000               -0.000              0.006                0.005                0.000               -0.000              0.011            0.010            0.001             0.000             0.017          0.016          0.034         0.032         0.024           0.024           0.024              0.024
2.0    2.5    196     220     4.405e+01   0.021     0.021     0.010   1.048   0.009      0.022     0.026        0.024        0.037         0.036         0.024             0.022             0.007            0.007            0.026        0.027        0.115     0.131     0.021              0.020              0.005              0.005              0.000               -0.000              0.005                0.005                0.000               -0.000              0.012            0.011            0.001             0.000             0.016          0.015          0.032         0.030         0.021           0.022           0.024              0.023
2.0    2.5    220     245     2.052e+01   0.024     0.024     0.010   1.041   0.008      0.022     0.024        0.024        0.039         0.038         0.027             0.025             0.010            0.010            0.026        0.026        0.120     0.137     0.023              0.022              0.005              0.005              0.000               -0.000              0.005                0.005                0.000               -0.000              0.013            0.012            0.000             0.000             0.015          0.015          0.030         0.029         0.019           0.019           0.023              0.023
2.0    2.5    245     272     9.395e+00   0.031     0.031     0.010   1.036   0.007      0.022     0.025        0.023        0.042         0.041         0.031             0.029             0.013            0.013            0.025        0.026        0.124     0.143     0.025              0.024              0.005              0.005              0.000               -0.000              0.005                0.005                0.000               -0.000              0.014            0.013            0.000             0.000             0.014          0.014          0.028         0.027         0.016           0.017           0.023              0.022
2.0    2.5    272     300     4.053e+00   0.042     0.042     0.010   1.032   0.006      0.022     0.024        0.023        0.045         0.044         0.034             0.033             0.017            0.017            0.025        0.025        0.130     0.150     0.028              0.026              0.004              0.005              0.000               -0.000              0.004                0.005                0.000               -0.000              0.015            0.014            0.000             0.000             0.013          0.013          0.026         0.026         0.015           0.015           0.023              0.022
2.0    2.5    300     330     1.792e+00   0.022     0.022     0.010   1.028   0.005      0.022     0.023        0.024        0.048         0.047         0.038             0.036             0.021            0.021            0.025        0.025        0.135     0.157     0.030              0.029              0.004              0.004              0.000               -0.000              0.004                0.004                0.000               -0.000              0.016            0.014            0.000             0.000             0.012          0.013          0.025         0.025         0.013           0.014           0.023              0.021
2.0    2.5    330     362     7.782e-01   0.026     0.026     0.010   1.025   0.004      0.022     0.024        0.024        0.051         0.051         0.041             0.041             0.025            0.025            0.025        0.024        0.141     0.165     0.032              0.031              0.004              0.004              0.000               -0.000              0.004                0.004                0.000               -0.000              0.017            0.015            0.000             0.000             0.012          0.012          0.024         0.023         0.012           0.013           0.022              0.021
2.0    2.5    362     395     3.184e-01   0.025     0.025     0.010   1.022   0.004      0.022     0.025        0.024        0.055         0.055         0.045             0.045             0.030            0.030            0.025        0.024        0.147     0.172     0.035              0.034              0.003              0.004              0.000               0.000               0.003                0.004                0.000               0.000               0.018            0.016            0.000             0.000             0.011          0.012          0.023         0.022         0.011           0.012           0.022              0.021
2.0    2.5    395     430     1.221e-01   0.032     0.032     0.010   1.020   0.003      0.022     0.026        0.025        0.059         0.060         0.049             0.050             0.036            0.036            0.025        0.024        0.153     0.180     0.038              0.036              0.003              0.004              0.000               0.000               0.003                0.004                0.000               0.000               0.019            0.017            0.000             0.000             0.010          0.011          0.022         0.021         0.010           0.011           0.022              0.020
2.0    2.5    430     468     4.641e-02   0.043     0.043     0.010   1.018   0.003      0.022     0.028        0.026        0.064         0.065         0.054             0.055             0.042            0.042            0.026        0.023        0.159     0.189     0.040              0.039              0.003              0.004              0.000               0.000               0.003                0.004                0.000               0.000               0.020            0.019            0.000             0.001             0.010          0.011          0.021         0.020         0.009           0.010           0.021              0.020
2.0    2.5    468     507     1.616e-02   0.065     0.065     0.010   1.016   0.003      0.022     0.029        0.029        0.069         0.071         0.058             0.060             0.049            0.049            0.026        0.023        0.166     0.198     0.043              0.042              0.002              0.004              0.000               0.000               0.002                0.004                0.000               0.000               0.021            0.020            0.000             0.001             0.009          0.011          0.020         0.019         0.008           0.009           0.021              0.019
2.0    2.5    507     548     5.314e-03   0.036     0.036     0.010   1.014   0.002      0.022     0.033        0.031        0.075         0.077         0.063             0.065             0.056            0.056            0.026        0.023        0.173     0.207     0.046              0.045              0.002              0.003              0.000               0.000               0.002                0.003                0.000               0.000               0.023            0.021            0.000             0.001             0.009          0.010          0.019         0.019         0.007           0.008           0.021              0.019
2.0    2.5    548     592     1.634e-03   0.063     0.063     0.010   1.013   0.002      0.022     0.037        0.036        0.081         0.084         0.068             0.071             0.064            0.064            0.027        0.022        0.181     0.217     0.050              0.048              0.002              0.003              0.000               0.000               0.002                0.003                0.000               0.000               0.024            0.022            0.000             0.001             0.008          0.010          0.018         0.018         0.007           0.008           0.021              0.019
2.0    2.5    592     638     3.233e-04   0.131     0.131     0.010   1.012   0.002      0.022     0.046        0.044        0.087         0.092         0.073             0.077             0.073            0.073            0.027        0.022        0.189     0.228     0.053              0.051              0.002              0.003              0.000               0.000               0.002                0.003                0.000               0.000               0.025            0.023            0.000             0.002             0.008          0.010          0.017         0.017         0.006           0.007           0.021              0.019
2.0    2.5    638     686     9.167e-05   0.251     0.251     0.010   1.011   0.002      0.022     0.058        0.056        0.094         0.100         0.079             0.084             0.082            0.082            0.028        0.022        0.197     0.238     0.057              0.055              0.002              0.003              0.000               0.000               0.002                0.003                0.000               0.000               0.027            0.025            0.000             0.002             0.008          0.009          0.017         0.017         0.006           0.006           0.020              0.018
2.0    2.5    686     905     7.920e-06   0.435     0.435     0.010   1.009   0.001      0.022     0.084        0.089        0.116         0.125         0.094             0.102             0.109            0.109            0.030        0.021        0.220     0.269     0.067              0.065              0.001              0.003              -0.000              0.000               0.001                0.003                -0.000              0.000               0.031            0.029            0.000             0.004             0.007          0.008          0.015         0.015         0.004           0.005           0.020              0.018
